"customerkey","geographykey","customeralternatekey","customer_name","age","email_id","yearlyincome","address","phone","datefirstpurchase"
13681,196,"AW00013681","Adam A Hall","44","adam51@adventure-works.com","30000.00","91, rue de la Cavalerie","1 (11) 500 555-0110","2022-10-01"
13682,160,"AW00013682","Fernando M Lopez","45","fernando27@adventure-works.com","30000.00","Königstr 27","1 (11) 500 555-0110","2022-06-13"
13683,168,"AW00013683","Sheila C Torres","44","sheila12@adventure-works.com","30000.00","Postfach 55 99 99","1 (11) 500 555-0169","2022-10-13"
13684,133,"AW00013684","Francis   Dominguez","40","francis10@adventure-works.com","10000.00","Am Karlshof 8","1 (11) 500 555-0126","2022-11-29"
13685,123,"AW00013685","Briana   Torres","40","briana11@adventure-works.com","40000.00","Königstr 873","1 (11) 500 555-0188","2020-04-29"
13686,128,"AW00013686","Peter   Jai","45","peter17@adventure-works.com","40000.00","Hunzinger Allee 153","1 (11) 500 555-0113","2020-04-08"
13687,234,"AW00013687","Mario   Xie","45","mario2@adventure-works.com","40000.00","1339 W. Hookston Road","1 (11) 500 555-0174","2020-02-09"
13688,264,"AW00013688","Ruben S Sanchez","45","ruben21@adventure-works.com","50000.00","5828 Clark Creek Lane","1 (11) 500 555-0160","2022-06-29"
13689,277,"AW00013689","Teresa   Ramos","45","teresa18@adventure-works.com","50000.00","3883 Kirkwood Dr","1 (11) 500 555-0113","2020-02-21"
13690,270,"AW00013690","Claudia   Gao","46","claudia13@adventure-works.com","20000.00","4179 Green St.","1 (11) 500 555-0179","2020-02-23"
13691,231,"AW00013691","Ariana J Bailey","40","ariana14@adventure-works.com","40000.00","1936 Balance Ct","1 (11) 500 555-0138","2020-02-25"
13692,235,"AW00013692","Curtis E Li","40","curtis3@adventure-works.com","40000.00","9879 Hedaro Court","1 (11) 500 555-0136","2022-10-23"
13693,245,"AW00013693","Dominic L Gonzalez","47","dominic19@adventure-works.com","20000.00","3817 Green Hill Rd.","1 (11) 500 555-0110","2020-02-18"
13694,238,"AW00013694","Savannah E Gray","41","savannah4@adventure-works.com","30000.00","9617 Pheasant Ct","1 (11) 500 555-0190","2022-04-05"
13695,189,"AW00013695","Christian H Clark","47","christian38@adventure-works.com","30000.00","762, place du Tertre","1 (11) 500 555-0150","2022-06-18"
13696,171,"AW00013696","Katherine   Edwards","46","katherine50@adventure-works.com","40000.00","Zollstr 62","1 (11) 500 555-0172","2022-02-21"
13697,172,"AW00013697","Jésus K Munoz","47","jésus6@adventure-works.com","40000.00","Am Gallberg 222","1 (11) 500 555-0197","2020-04-24"
13698,133,"AW00013698","Catherine   Sanchez","48","catherine21@adventure-works.com","40000.00","Viktoria-Luise-Platz 45","1 (11) 500 555-0180","2022-02-20"
13699,545,"AW00013699","Rachel   Alexander","43","rachel67@adventure-works.com","40000.00","7429 La Cadena","114-555-0156","2022-10-15"
13700,314,"AW00013700","Evan S Howard","43","evan12@adventure-works.com","40000.00","1506 Newton Way","852-555-0157","2021-05-24"
13701,56,"AW00013701","Haley   Scott","43","haley51@adventure-works.com","40000.00","2905 Limeridge Drive","384-555-0163","2022-04-30"
13702,307,"AW00013702","Jessie D Suarez","44","jessie38@adventure-works.com","40000.00","431 Riverside Drive","226-555-0116","2021-05-17"
13703,623,"AW00013703","Mackenzie J Sanders","44","mackenzie2@adventure-works.com","30000.00","6606 Thistle Circle","257-555-0122","2022-05-06"
13704,644,"AW00013704","Victoria J Davis","44","victoria6@adventure-works.com","30000.00","9512 Sun View Court","355-555-0177","2021-05-13"
13705,547,"AW00013705","Blake   Mitchell","44","blake38@adventure-works.com","30000.00","6441 Kathleen Drive","126-555-0148","2021-05-15"
13706,49,"AW00013706","Kaitlyn S Peterson","43","kaitlyn61@adventure-works.com","40000.00","7537 Kaski Lane","942-555-0153","2022-11-28"
13707,62,"AW00013707","Austin   Smith","42","austin39@adventure-works.com","40000.00","5287 Geary Road","802-555-0119","2022-08-29"
13708,49,"AW00013708","Jennifer G Bennett","52","jennifer76@adventure-works.com","60000.00","7769 Holton Court","101-555-0128","2022-02-25"
13709,51,"AW00013709","Zachary L Robinson","41","zachary49@adventure-works.com","60000.00","8964 Mills Dr.","489-555-0170","2022-11-11"
13710,59,"AW00013710","Destiny M Harris","52","destiny13@adventure-works.com","60000.00","3142 Broadway St.","923-555-0137","2022-10-30"
13711,62,"AW00013711","Thomas J Mitchell","52","thomas48@adventure-works.com","60000.00","378 Canyon Road","948-555-0140","2022-11-16"
13712,536,"AW00013712","Nancy E Martinez","52","nancy21@adventure-works.com","60000.00","5477 Limewood Place","162-555-0168","2021-05-04"
13713,638,"AW00013713","Alexander M Walker","52","alexander10@adventure-works.com","60000.00","8587 Glenside Ct.","640-555-0117","2021-05-27"
13714,545,"AW00013714","Amanda   Ward","65","amanda12@adventure-works.com","20000.00","8251 N. 447th St.","736-555-0119","2021-05-11"
13715,307,"AW00013715","Eduardo   Sanchez","59","eduardo84@adventure-works.com","30000.00","952 Norman Ave.","482-555-0136","2021-06-23"
13716,315,"AW00013716","Brandon   Jai","65","brandon28@adventure-works.com","30000.00","1736 Canyon Rd","444-555-0138","2021-06-12"
13717,536,"AW00013717","Audrey H Gill","65","audrey15@adventure-works.com","30000.00","5989 Concord Ave","208-555-0186","2022-05-17"
13718,634,"AW00013718","Marcus   Barnes","65","marcus52@adventure-works.com","30000.00","7861 Silverado Dr.","890-555-0111","2021-05-31"
13719,51,"AW00013719","Isaac   Carter","63","isaac32@adventure-works.com","20000.00","4864 A St.","804-555-0164","2022-05-26"
13720,66,"AW00013720","Cameron R Johnson","64","cameron43@adventure-works.com","20000.00","2733 Del Mar Ave.","393-555-0165","2022-09-13"
13721,631,"AW00013721","Lucas A Howard","59","lucas83@adventure-works.com","20000.00","4750 Bay View Dr.","102-555-0126","2021-06-18"
13722,633,"AW00013722","Luke   Campbell","63","luke38@adventure-works.com","30000.00","6594 Jefferson St.","908-555-0194","2021-06-21"
13723,301,"AW00013723","Leonard D Raje","58","leonard15@adventure-works.com","30000.00","3675 Palms Dr","346-555-0178","2022-11-01"
13724,339,"AW00013724","Charles J Thompson","64","charles19@adventure-works.com","40000.00","5455 Via Romero","647-555-0123","2021-06-10"
13725,361,"AW00013725","Nathan   Henderson","58","nathan1@adventure-works.com","40000.00","4721 Cashew Lane","460-555-0156","2021-06-18"
13726,374,"AW00013726","Austin C Lewis","64","austin36@adventure-works.com","40000.00","5840 Falcon Dr.","764-555-0170","2021-06-14"
13727,299,"AW00013727","Paula A Rubio","52","paula22@adventure-works.com","40000.00","1011 Yolanda Circle","200-555-0116","2022-12-10"
13728,298,"AW00013728","Taylor   Stewart","63","taylor1@adventure-works.com","40000.00","8678 Sierra Drive","158-555-0169","2021-06-25"
13729,638,"AW00013729","Jason   Li","63","jason24@adventure-works.com","40000.00","7527 Brook Way","952-555-0172","2021-06-24"
13730,609,"AW00013730","Walter E Suarez","62","walter12@adventure-works.com","40000.00","6155 Buckthorn Court","187-555-0115","2021-05-30"
13731,312,"AW00013731","Jan R James","63","jan6@adventure-works.com","80000.00","7168 Belmont","606-555-0142","2023-01-23"
13732,54,"AW00013732","Julian A Isla","52","julian0@adventure-works.com","80000.00","1011 Yolanda Circle","658-555-0153","2022-02-03"
13733,612,"AW00013733","Sydney V Collins","62","sydney46@adventure-works.com","40000.00","8127 Vista Del Rio","119-555-0140","2021-06-01"
13734,299,"AW00013734","Kristi A Gonzalez","51","kristi36@adventure-works.com","40000.00","2627 Holiday Hills Drive","350-555-0125","2021-06-05"
13735,611,"AW00013735","Dennis   Guo","62","dennis19@adventure-works.com","40000.00","7433 San Simeon Ct.","666-555-0181","2021-06-03"
13736,372,"AW00013736","Cole R Rivera","46","cole17@adventure-works.com","40000.00","9145 Paso Del Rio Way","846-555-0175","2021-06-09"
13737,298,"AW00013737","Garrett   Sanders","61","garrett7@adventure-works.com","40000.00","8243 Atrice Lane","170-555-0119","2022-07-01"
13738,338,"AW00013738","Jose   Young","62","jose53@adventure-works.com","40000.00","1893 Cranbrook Way","430-555-0186","2023-01-16"
13739,635,"AW00013739","Jason H Coleman","62","jason3@adventure-works.com","40000.00","6985 Countrywood Ct","850-555-0191","2022-08-24"
13740,644,"AW00013740","Jada   Ramirez","61","jada3@adventure-works.com","40000.00","9055 Calafia Ave","518-555-0124","2022-08-29"
13741,329,"AW00013741","Haley A Morgan","61","haley4@adventure-works.com","40000.00","306 Winter Drive","116-555-0121","2021-06-15"
13742,611,"AW00013742","Benjamin   Ross","61","benjamin5@adventure-works.com","40000.00","9256 Santa Fe Street","112-555-0135","2021-07-21"
13743,59,"AW00013743","Isabella   Anderson","60","isabella65@adventure-works.com","40000.00","3746 Via Romero","139-555-0156","2022-11-07"
13744,611,"AW00013744","Alvin C Andersen","55","alvin35@adventure-works.com","40000.00","2583 Cypress Ave.","983-555-0121","2021-07-28"
13745,545,"AW00013745","Andrew J Robinson","61","andrew25@adventure-works.com","40000.00","6387 Scenic Avenue","731-555-0172","2021-07-27"
13746,299,"AW00013746","Janelle E Madan","61","janelle7@adventure-works.com","40000.00","5165 Halfmoon Court","304-555-0181","2021-07-10"
13747,623,"AW00013747","Brian J Torres","50","brian16@adventure-works.com","40000.00","9870 Santa Maria Ct.","327-555-0133","2021-07-30"
13748,635,"AW00013748","José A Martinez","55","josé79@adventure-works.com","80000.00","3539 Corte Poquito","351-555-0188","2022-04-20"
13749,302,"AW00013749","Julio C Alonso","54","julio8@adventure-works.com","80000.00","8945 Euclid Ave.","175-555-0196","2022-06-24"
13750,611,"AW00013750","Raymond A Sai","60","raymond7@adventure-works.com","80000.00","8569 W St.","340-555-0120","2022-06-08"
13751,68,"AW00013751","Allison M Rivera","60","allison16@adventure-works.com","80000.00","7224 Wren Avenue","187-555-0150","2022-06-20"
13752,331,"AW00013752","Isabella L Parker","60","isabella38@adventure-works.com","80000.00","5131 Rosemarie Place","257-555-0115","2022-08-14"
13753,355,"AW00013753","Rebecca   Nicholls","60","rebecca12@adventure-works.com","80000.00","9505 Hargate Court","805-555-0178","2023-01-28"
13754,607,"AW00013754","Paige   Peterson","60","paige28@adventure-works.com","80000.00","3208 Two Bay Road","248-555-0136","2022-12-18"
13755,536,"AW00013755","Luke J Roberts","54","luke35@adventure-works.com","60000.00","3693 Concord Ct.","533-555-0118","2022-12-03"
13756,66,"AW00013756","Kaylee S Young","59","kaylee40@adventure-works.com","60000.00","8356 Royal Ann Lane","631-555-0170","2022-03-01"
13757,618,"AW00013757","Jordyn N Griffin","59","jordyn19@adventure-works.com","60000.00","P.O. Box 9178","168-555-0121","2022-08-06"
13758,51,"AW00013758","Alexandria A Bell","59","alexandria36@adventure-works.com","60000.00","8346 Niagara Court","982-555-0174","2022-02-04"
13759,316,"AW00013759","Jackson   Scott","59","jackson44@adventure-works.com","60000.00","9941 Stonehedge Dr.","685-555-0117","2022-04-03"
13760,52,"AW00013760","Brian L Cooper","59","brian20@adventure-works.com","60000.00","4867 Rosebuck Way","346-555-0118","2022-06-13"
13761,546,"AW00013761","Logan H Powell","59","logan11@adventure-works.com","60000.00","1094 Loveridge Circle","499-555-0163","2022-06-24"
13762,62,"AW00013762","Gavin   Long","59","gavin9@adventure-works.com","60000.00","7150 San Miguel Circle","259-555-0181","2022-03-27"
13763,648,"AW00013763","Stephanie D Richardson","59","stephanie15@adventure-works.com","60000.00","1242 Frame Lane","578-555-0111","2022-09-10"
13764,186,"AW00013764","Stephanie J Parker","50","stephanie55@adventure-works.com","20000.00","42, impasse Ste-Madeleine","1 (11) 500 555-0124","2022-03-17"
13765,254,"AW00013765","Jaime   Shen","50","jaime26@adventure-works.com","30000.00","5170 Isabel Dr","1 (11) 500 555-0113","2020-03-02"
13766,194,"AW00013766","Joe   Gill","50","joe37@adventure-works.com","30000.00","14, rue Lauriston","1 (11) 500 555-0120","2021-01-14"
13767,150,"AW00013767","Linda   Jimenez","49","linda20@adventure-works.com","30000.00","Potsdamer Straße 757","1 (11) 500 555-0174","2020-04-10"
13768,216,"AW00013768","Ross B Munoz","45","ross27@adventure-works.com","40000.00","10, rue Royale","1 (11) 500 555-0181","2021-01-17"
13769,205,"AW00013769","Brendan   Kumar","50","brendan6@adventure-works.com","40000.00","401, avenue Reille","1 (11) 500 555-0119","2021-01-17"
13770,131,"AW00013770","Gerald A Moreno","50","gerald14@adventure-works.com","40000.00","Zollhof 1866","1 (11) 500 555-0189","2020-04-19"
13771,147,"AW00013771","Victor L Moreno","44","victor8@adventure-works.com","40000.00","Parkstr 42","1 (11) 500 555-0134","2020-05-09"
13772,265,"AW00013772","Michele K Perez","49","michele34@adventure-works.com","40000.00","6939 Hilltop Dr.","1 (11) 500 555-0137","2020-03-06"
13773,186,"AW00013773","Dana L Blanco","51","dana8@adventure-works.com","10000.00","1, place de Brazaville","1 (11) 500 555-0119","2022-07-10"
13774,132,"AW00013774","Steve L Guo","51","steve20@adventure-works.com","10000.00","Rykestr 8295","1 (11) 500 555-0114","2020-05-28"
13775,157,"AW00013775","Patricia   Subram","46","patricia16@adventure-works.com","10000.00","Postfach 8 44 99","1 (11) 500 555-0112","2022-12-19"
13776,231,"AW00013776","Miguel   Carter","92","miguel36@adventure-works.com","30000.00","4312 Cambridge Drive","1 (11) 500 555-0113","2022-03-08"
13777,254,"AW00013777","Manuel C Perez","50","manuel19@adventure-works.com","30000.00","8887 Entrada Circle","1 (11) 500 555-0149","2020-03-26"
13778,156,"AW00013778","Roger L Huang","50","roger10@adventure-works.com","30000.00","Kurfürstenstr 50","1 (11) 500 555-0157","2020-05-08"
13779,202,"AW00013779","Manuel   Garcia","51","manuel13@adventure-works.com","10000.00","33, avenue du Président-Kennedy","1 (11) 500 555-0163","2021-01-02"
13780,215,"AW00013780","Monica   Perez","52","monica20@adventure-works.com","20000.00","6, impasse Notre-Dame","1 (11) 500 555-0191","2022-11-24"
13781,194,"AW00013781","Dominique   Patel","51","dominique3@adventure-works.com","40000.00","11, quai de l´ Iton","1 (11) 500 555-0189","2022-06-03"
13782,144,"AW00013782","Kelli L Lu","45","kelli12@adventure-works.com","40000.00","Curieweg 99","1 (11) 500 555-0129","2020-05-03"
13783,265,"AW00013783","Logan M Wright","51","logan47@adventure-works.com","40000.00","2670 Trailview Circle","1 (11) 500 555-0157","2020-03-18"
13784,271,"AW00013784","Spencer   Griffin","52","spencer23@adventure-works.com","20000.00","3637 Pheasant Circle","1 (11) 500 555-0115","2020-03-08"
13785,254,"AW00013785","Clayton   She","52","clayton20@adventure-works.com","30000.00","8606 Mendocino Dr.","1 (11) 500 555-0171","2022-04-29"
13786,133,"AW00013786","Jon   Chavez","52","jon11@adventure-works.com","30000.00","Am Gallberg 82","1 (11) 500 555-0143","2022-08-04"
13787,119,"AW00013787","Glenn   Cai","52","glenn22@adventure-works.com","30000.00","Herzogstr 2998","1 (11) 500 555-0192","2022-05-16"
13788,232,"AW00013788","Kari   Fernandez","46","kari16@adventure-works.com","30000.00","5082 Longview Road","1 (11) 500 555-0113","2022-03-30"
13789,174,"AW00013789","Julie M Shan","53","julie15@adventure-works.com","10000.00","Kapellstr 4767","1 (11) 500 555-0172","2020-05-09"
13790,170,"AW00013790","Nina O Deng","53","nina1@adventure-works.com","20000.00","Nollendorfplatz 5662","1 (11) 500 555-0175","2020-05-17"
13791,259,"AW00013791","Audrey   Martin","52","audrey1@adventure-works.com","20000.00","4610 Pinto Road","1 (11) 500 555-0150","2022-06-05"
13792,279,"AW00013792","Charles   Taylor","53","charles12@adventure-works.com","20000.00","5241 St. Andrews Way","1 (11) 500 555-0175","2020-03-02"
13793,189,"AW00013793","Jason   Gonzales","53","jason14@adventure-works.com","30000.00","Attaché de Presse","1 (11) 500 555-0184","2021-01-18"
13794,276,"AW00013794","Mallory J Martin","54","mallory8@adventure-works.com","20000.00","8028 3910th Avenue","1 (11) 500 555-0145","2020-03-30"
13795,146,"AW00013795","Carl J Raje","54","carl13@adventure-works.com","20000.00","Heideweg 2459","1 (11) 500 555-0191","2020-05-05"
13796,130,"AW00013796","Martha L Zheng","55","martha19@adventure-works.com","10000.00","Höhenstr 9419","1 (11) 500 555-0116","2022-11-01"
13797,168,"AW00013797","Franklin R Gao","49","franklin14@adventure-works.com","20000.00","Auf der Krone 123","1 (11) 500 555-0143","2022-12-30"
13798,274,"AW00013798","Tammy C Randall","55","tammy12@adventure-works.com","20000.00","2382 Wicker Ave.","1 (11) 500 555-0135","2022-12-05"
13799,207,"AW00013799","Bryan E Bailey","46","bryan16@adventure-works.com","30000.00","7, place de Brazaville","1 (11) 500 555-0153","2021-01-16"
13800,187,"AW00013800","Logan   Li","55","logan26@adventure-works.com","30000.00","22, rue de l'Espace De Schengen","1 (11) 500 555-0166","2021-01-21"
13801,207,"AW00013801","Colleen L Andersen","54","colleen36@adventure-works.com","30000.00","660, avenue de Malakoff","1 (11) 500 555-0158","2021-02-09"
13802,186,"AW00013802","Tina   Subram","84","tina14@adventure-works.com","20000.00","26, rue des Grands Champs","1 (11) 500 555-0139","2022-02-22"
13803,175,"AW00013803","Krystal   Zheng","84","krystal19@adventure-works.com","40000.00","Residenz Straße 45","1 (11) 500 555-0188","2022-08-12"
13804,232,"AW00013804","Dawn A Luo","48","dawn29@adventure-works.com","40000.00","4785 Stillman Court","1 (11) 500 555-0138","2022-12-31"
13805,267,"AW00013805","Gabriel J Hernandez","53","gabriel49@adventure-works.com","40000.00","3007 Hooftrail Way","1 (11) 500 555-0188","2022-05-29"
13806,225,"AW00013806","Bryant C Mehta","54","bryant13@adventure-works.com","30000.00","46, rue Surcouf","1 (11) 500 555-0154","2021-02-12"
13807,130,"AW00013807","Frederick J Rana","54","frederick10@adventure-works.com","30000.00","Galeriestr 6819","1 (11) 500 555-0182","2020-06-28"
